Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
4,4,0,1,1,3,247,66,1
3,5,1,5,1,2,693,21,3
4,4,1,1,0,4,980,29,3
4,5,1,4,1,5,929,50,3
5,4,1,5,1,4,2462,51,3
2,5,1,4,0,5,772,32,1
5,5,1,3,1,4,570,53,3
4,4,1,4,1,3,2106,35,3
3,3,1,3,1,1,1123,40,1
5,5,1,5,1,1,237,33,1
1,3,1,2,1,3,2762,37,3
2,2,0,2,1,5,657,9,1
5,4,1,5,1,5,1725,55,3
2,4,1,2,1,1,1524,54,3
5,4,0,2,1,4,1999,14,1
3,2,1,3,1,4,3708,77,3
2,4,1,4,1,3,762,28,3
1,1,0,2,1,3,783,41,1
3,4,0,4,1,3,1750,70,1
1,4,1,4,1,4,432,67,3
3,3,1,4,0,3,296,42,3
3,3,0,5,1,3,342,30,1
3,3,1,1,0,3,937,36,3
0,3,0,4,1,3,1242,69,3
3,1,0,2,1,1,1069,63,1
2,2,1,3,0,5,991,27,3
2,2,1,2,1,4,106,37,1
2,2,0,3,1,3,255,7,1
4,4,1,2,0,1,628,22,1
4,4,1,5,0,1,850,37,1
3,3,1,3,1,3,624,58,1
1,1,1,1,0,4,883,30,3
3,3,0,5,1,2,762,21,1
1,5,1,4,1,3,1972,51,3
2,2,0,1,1,4,255,52,1
5,5,1,4,1,4,1846,37,3
5,5,1,5,1,4,2149,42,1
2,2,1,2,1,4,632,25,1
2,2,0,4,1,1,802,17,1
3,5,0,4,1,5,349,56,1
5,4,1,5,1,4,201,47,2
4,4,1,5,1,4,226,58,3
1,1,0,1,1,3,1491,63,1
4,4,1,3,0,5,1001,41,3
2,4,0,3,1,5,162,42,1
2,5,1,2,1,5,1855,54,3
2,5,1,5,1,3,853,32,3
1,4,1,1,1,3,1512,77,3
3,3,1,3,0,3,1399,10,1
2,2,0,1,1,5,412,47,2
3,5,1,4,1,4,1769,57,3
3,3,1,1,0,3,895,27,3
2,1,0,4,1,4,802,16,1
5,4,1,5,1,1,420,22,3
3,4,1,4,1,5,383,50,3
0,5,1,1,1,3,3469,48,3
2,4,1,3,1,5,1849,44,3
1,5,1,4,1,4,102,53,3
3,3,1,1,0,5,972,28,3
1,1,0,1,1,3,913,68,1
3,3,0,4,1,4,1471,35,1
5,4,1,4,1,4,853,58,3
5,4,1,4,1,4,1915,42,3
3,5,1,4,1,4,667,53,3
3,2,1,3,1,5,177,40,1
3,3,0,1,1,1,1222,35,1
2,4,0,3,1,4,925,48,1
1,5,1,4,1,4,2365,25,3
2,2,1,2,1,4,192,33,1
4,4,1,4,1,3,376,48,2
5,5,0,4,1,4,834,44,1
2,2,0,2,1,4,1919,36,2
5,4,1,4,1,3,1965,50,3
4,1,1,4,1,4,748,45,1
3,4,1,4,1,4,1491,40,3
5,4,1,5,1,4,223,37,3
5,5,1,3,0,4,240,25,3
1,1,1,1,1,4,73,36,2
4,4,0,3,1,1,599,14,1
4,0,0,4,1,5,235,51,1
4,4,1,4,1,1,844,59,1
1,2,0,5,1,4,442,23,1
4,4,1,4,1,5,109,50,1
3,3,0,2,1,2,987,36,3
4,4,1,4,1,4,1833,42,3
4,5,1,4,1,4,447,55,3
1,1,0,4,1,4,728,23,3
4,4,0,5,1,4,994,11,1
1,1,0,3,1,2,1072,32,1
4,5,1,3,1,5,2475,51,3
3,3,0,3,1,4,1282,67,1
4,4,1,2,0,4,985,32,3
3,3,1,3,1,3,265,40,1
5,5,1,5,1,3,692,23,2
1,1,1,2,0,3,1091,22,1
4,4,1,4,0,3,451,23,1
4,4,0,3,1,3,356,29,1
1,2,0,2,1,4,770,20,1
4,3,1,4,1,2,216,64,1
2,2,1,1,1,1,281,52,1
1,1,1,1,1,1,1009,55,2
5,4,1,4,1,5,3099,58,3
5,5,1,2,0,5,631,22,3
1,1,0,3,1,5,373,12,1
4,5,1,4,1,5,3576,43,3
3,3,1,1,0,4,888,31,2
1,1,1,2,0,3,2295,35,3
3,3,0,2,1,2,342,34,2
4,4,1,4,1,2,230,37,2
5,0,1,4,0,4,1444,23,3
3,3,0,4,1,1,127,58,2
5,5,1,5,1,3,1671,54,3
1,1,1,5,0,3,1091,22,1
1,1,0,2,1,1,1211,29,1
1,4,1,3,1,5,1558,44,3
5,4,1,4,1,4,859,57,3
3,3,0,3,1,5,416,41,1
5,5,1,4,1,5,3550,50,3
5,5,1,2,0,3,773,29,3
2,4,1,5,1,5,321,35,3
3,3,0,4,1,1,265,44,1
1,4,1,4,1,2,3198,26,3
2,2,0,1,1,3,913,32,1
2,3,0,4,1,1,468,55,1
2,5,1,5,1,4,2521,34,3
2,1,0,4,1,4,1121,15,1
3,3,1,3,1,3,630,43,1
2,2,1,2,0,4,600,33,3
4,4,1,4,0,4,787,23,1
2,4,1,5,1,4,1546,53,3
2,2,0,2,1,3,772,29,1
2,3,1,2,1,3,1620,69,2
5,5,1,1,0,5,337,26,3
1,3,1,3,1,3,2521,41,3
4,3,1,4,1,1,2522,51,3
4,4,1,5,0,3,2556,40,3
2,4,1,5,1,4,1674,72,3
2,2,1,1,0,3,294,58,3
3,3,0,2,1,3,1045,13,1
5,4,1,4,1,5,666,45,3
4,2,1,5,1,4,2047,52,3
4,4,0,5,1,3,761,43,1
4,4,1,3,1,4,391,23,3
3,3,1,3,0,1,1020,29,1
2,2,0,5,1,5,326,65,1
2,2,1,3,0,1,359,22,1
3,4,1,3,1,4,507,56,1
2,2,1,1,0,1,668,37,1
4,5,1,4,1,3,649,53,3
2,2,0,2,1,4,547,17,1
4,4,1,4,1,2,450,52,2
3,4,0,5,1,2,794,49,1
0,0,0,5,1,5,302,61,1
3,4,1,5,1,2,3802,32,3
5,5,1,4,1,3,3359,55,3
1,5,1,2,1,2,743,36,3
2,3,1,2,1,3,3385,38,3
1,5,1,4,1,3,2959,58,3
4,4,1,4,1,4,1107,57,1
2,3,1,5,1,4,1660,41,3
0,0,1,4,0,5,240,26,3
0,5,1,2,1,4,2190,34,3
4,4,1,4,1,5,347,45,3
2,2,0,5,1,3,1192,10,2
2,1,0,3,1,5,599,58,1
1,4,1,4,1,5,3000,48,3
3,3,1,5,0,4,304,41,1
2,1,0,3,1,1,719,24,1
3,3,1,3,1,2,306,19,2
1,1,1,1,1,2,1180,32,3
2,5,0,5,1,5,213,64,2
2,1,1,5,0,4,296,24,1
2,4,1,5,1,5,1765,36,3
2,2,0,1,1,5,302,41,1
3,3,0,4,1,3,925,54,1
4,5,1,1,0,3,692,28,2
3,3,0,4,1,1,2079,38,2
4,4,1,4,1,2,616,57,1
1,1,0,4,1,4,899,21,3
3,3,0,4,1,1,366,14,1
4,4,1,5,1,3,2868,49,3
2,4,1,4,1,3,347,32,3
3,3,0,5,1,2,271,8,1
0,5,1,2,1,5,3930,52,3
1,5,1,2,1,3,770,51,3
4,4,1,3,0,1,397,27,1
3,3,0,1,0,3,868,12,1
3,3,0,2,1,4,78,59,2
2,2,0,3,1,5,164,51,1
2,2,0,3,1,2,689,17,2
0,0,0,4,1,4,907,17,1
3,3,1,2,0,3,925,25,1
0,1,1,4,1,2,3287,23,3
3,2,1,3,1,1,444,53,3
0,0,1,1,0,3,1164,20,3
1,1,0,4,1,4,459,32,1
5,5,1,3,1,3,3959,51,3
3,2,1,5,1,3,1537,42,3
0,1,1,4,1,2,125,40,3
0,0,1,5,0,4,372,26,3
5,2,1,4,1,4,812,52,1
2,4,1,4,1,3,552,45,3
4,5,1,2,1,3,2375,41,3
3,4,1,3,1,4,3731,41,3
1,5,1,4,1,4,1530,53,3
4,4,1,5,1,3,3733,46,3
3,3,1,2,0,4,666,33,3
3,3,1,3,1,1,550,66,1
4,3,1,5,1,2,1242,51,1
4,4,1,2,0,2,500,21,1
0,0,0,4,1,5,979,21,2
1,1,0,4,1,2,259,60,1
2,3,0,3,1,3,1598,59,1
1,4,1,5,1,3,3809,55,3
4,0,0,5,1,5,259,36,1
1,4,1,4,1,4,919,27,3
3,3,0,2,1,4,701,19,1
2,4,0,4,1,2,366,15,1
3,5,1,5,1,4,2318,48,3
3,3,0,2,1,4,762,37,1
3,5,1,5,1,3,3800,30,3
3,5,1,5,1,3,334,53,3
3,2,0,3,1,3,1391,13,1
4,4,1,4,1,3,331,60,2
0,0,1,2,0,5,157,26,1
3,5,1,5,1,5,1521,59,3
2,5,1,2,1,5,329,47,1
1,1,1,4,1,2,1372,58,2
5,1,1,4,1,1,118,56,3
1,4,1,4,1,4,3866,45,3
5,5,0,5,1,3,1440,58,3
1,4,1,5,1,4,2742,58,3
2,2,1,5,0,4,337,23,1
3,2,1,2,1,5,1550,27,3
3,5,1,5,1,4,2300,32,3
4,4,1,3,0,1,843,40,1
4,5,1,4,1,3,3332,58,3
5,5,1,5,1,3,595,20,1
3,3,1,3,0,2,714,27,1
3,3,0,4,1,2,1489,52,1
5,5,0,5,1,3,442,20,1
1,4,1,4,1,5,1671,52,3
4,4,0,3,1,4,1371,17,1
3,3,1,3,1,2,302,35,1
3,3,0,4,1,3,1747,26,2
1,1,1,1,1,1,270,72,2
3,1,1,5,1,3,3108,60,3
4,4,1,5,1,4,101,53,2
1,1,1,1,1,2,1747,23,3
1,1,0,1,1,4,409,17,1
5,4,1,5,1,5,1154,59,3
5,5,1,4,1,4,2717,27,3
2,5,1,4,1,3,205,76,3
3,3,0,1,1,1,143,57,1
4,4,0,2,1,1,552,24,2
5,1,1,5,1,5,589,34,3
1,1,1,1,0,3,1017,18,1
4,2,1,4,1,5,1499,51,3
3,4,1,2,0,4,1747,38,3
4,4,0,2,1,4,239,49,1
3,3,0,4,1,5,588,30,1
2,2,1,5,0,3,1182,27,3
3,5,0,5,1,3,1069,68,1
1,5,1,4,1,3,1705,49,3
2,2,1,3,0,3,1546,41,3
1,0,1,5,0,3,909,54,1
2,2,1,1,1,1,191,75,3
3,3,1,3,1,3,1372,30,3
2,3,1,2,1,3,3853,42,3
3,3,1,5,0,3,1325,25,3
1,4,1,3,1,3,2035,49,3
1,4,1,4,1,3,2618,53,3
2,5,0,3,1,4,351,23,1
3,2,1,2,0,4,577,52,1
4,4,0,5,1,1,508,39,1
3,3,0,2,1,3,1068,26,1
3,2,0,1,1,2,226,8,1
5,5,1,5,1,5,305,32,2
4,5,1,3,1,5,3332,65,3
4,4,0,5,1,1,882,15,1
5,4,1,4,1,5,3879,45,3
3,4,1,4,1,4,1697,29,3
4,4,0,3,1,1,1142,29,1
4,4,0,4,1,3,571,35,1
4,4,1,4,1,4,2133,27,1
3,4,1,3,1,2,1426,38,1
2,3,0,5,1,4,345,65,1
1,1,0,3,1,3,2586,69,1
1,1,1,5,0,5,480,37,3
2,4,1,2,1,3,89,54,3
1,1,1,1,1,4,1199,58,1
5,1,1,5,1,2,697,58,1
2,5,1,5,1,3,3407,64,3
3,2,0,2,1,3,649,63,1
3,3,0,3,1,3,216,57,1
3,3,1,2,0,2,261,25,1
3,4,1,3,1,3,3557,58,3
3,3,0,2,1,5,362,23,2
3,3,0,1,1,3,479,21,1
3,4,1,5,1,3,2187,48,3
4,4,1,4,0,2,406,39,3
4,2,1,2,1,5,2031,21,3
3,1,1,5,1,3,257,59,3
5,5,1,5,1,3,550,60,3
2,2,0,3,1,3,862,14,2
3,5,1,3,1,4,337,39,3
1,3,1,1,1,3,2385,51,3
5,5,1,5,1,2,762,41,1
5,2,1,4,1,5,843,56,1
3,3,0,5,1,3,414,11,2
2,2,1,2,1,2,605,22,1
3,3,1,5,0,2,651,25,1
3,5,1,5,1,3,3488,15,3
2,5,0,4,1,5,2077,52,2
3,3,0,5,1,4,283,28,2
2,2,0,2,1,5,711,39,1
4,4,1,5,0,5,473,24,3
1,4,1,4,1,5,2328,33,3
2,2,0,1,1,5,936,17,1
4,4,1,4,1,4,1158,46,3
4,4,1,5,1,5,1452,45,3
2,1,1,5,1,2,3651,37,3
2,4,1,5,1,3,437,39,3
3,2,1,3,1,1,281,32,3
4,4,1,3,0,3,889,30,1
2,2,1,2,0,5,602,33,3
3,3,1,1,0,4,925,31,1
2,2,0,5,1,3,1010,42,1
5,5,1,4,1,5,1015,59,3
2,2,1,3,0,2,1303,26,1
1,1,1,1,0,3,406,25,3
1,1,1,4,0,3,1723,35,3
1,1,0,4,1,4,853,13,1
2,2,1,2,1,3,139,35,1
1,1,0,3,1,3,1013,15,1
4,4,1,4,0,4,946,38,3
4,2,1,4,1,4,277,68,1
2,5,1,4,1,5,1784,50,3
3,3,1,4,0,3,223,22,1
3,3,1,3,1,2,3052,43,3
4,5,1,5,1,2,3124,43,3
3,3,0,1,1,4,441,9,1
4,5,1,5,0,3,214,24,1
2,2,1,2,0,4,395,24,1
3,5,0,4,1,5,2425,30,1
3,2,1,2,1,4,173,63,3
1,4,1,4,1,4,1276,44,3
1,1,1,5,0,3,119,40,3
3,3,0,4,1,1,925,12,1
4,5,1,4,1,4,3669,42,3
3,4,1,5,1,4,1787,58,3
3,5,1,3,1,5,2704,43,3
2,2,1,2,1,4,1735,26,2
2,2,0,4,1,3,1205,41,1
1,3,1,3,1,1,2684,37,3
2,2,0,4,1,1,507,22,1
3,4,1,5,1,5,1605,33,3
4,5,1,5,1,3,1503,49,3
3,3,1,3,1,1,1733,42,1
5,4,1,5,1,5,472,45,1
3,4,1,2,1,3,550,56,3
4,4,0,5,1,3,508,36,1
5,4,1,4,1,5,3560,30,3
2,4,1,2,1,2,1249,42,1
2,4,1,3,1,5,3979,45,3
3,3,1,4,1,2,3859,63,3
1,5,1,2,1,3,867,53,3
1,1,1,1,1,4,1726,47,1
2,3,1,2,1,3,2072,33,3
5,4,1,2,1,4,3299,46,3
2,2,1,3,0,1,369,44,1
1,5,0,1,1,3,463,47,1
1,4,1,1,1,4,2611,50,3
4,4,1,5,1,3,1605,47,3
3,3,1,3,1,2,731,31,1
5,4,1,3,1,4,3462,59,3
4,4,1,3,0,2,496,27,1
1,1,0,3,1,5,315,67,2
0,4,0,5,1,4,304,50,1
5,5,1,5,0,5,983,48,3
3,2,1,4,0,4,612,26,1
4,4,1,4,0,3,650,18,1
4,4,0,4,1,4,606,50,1
3,4,1,4,1,5,2928,40,3
2,5,0,1,1,5,409,44,1
4,4,1,4,1,3,989,22,2
3,4,1,4,1,3,1237,29,3
4,4,1,4,1,1,3103,26,3
1,1,0,2,1,4,152,49,1
2,2,1,5,0,4,227,48,3
1,1,1,1,1,4,2302,25,3
3,3,0,2,1,2,1400,34,1
3,4,1,4,1,4,2139,30,3
2,4,1,4,1,3,2112,47,3
3,3,0,5,1,5,606,42,1
2,3,1,2,0,3,370,38,3
3,4,1,5,1,5,3753,21,3
4,5,1,4,1,4,667,58,3
4,4,0,1,1,4,116,7,1
2,2,0,2,1,4,708,16,1
3,3,1,3,1,1,1865,20,3
2,5,1,4,1,4,2023,42,3
1,4,1,4,1,5,2296,59,3
4,4,1,1,0,5,307,45,3
1,4,0,3,1,4,2306,12,1
2,2,1,2,1,3,489,53,2
2,2,1,2,1,2,3018,40,3
3,3,0,3,1,4,255,24,1
3,0,0,4,1,2,157,41,1
2,2,0,3,1,4,102,23,1
3,3,0,5,1,4,1416,13,1
3,3,0,3,1,1,421,61,2
2,2,0,3,1,5,2586,7,2
5,5,1,5,1,5,271,54,2
4,4,1,4,0,4,590,37,1
4,3,0,2,1,2,533,28,1
5,4,1,5,1,3,978,43,3
3,3,1,1,0,1,1158,8,3
3,5,0,1,1,3,1400,62,1
4,4,0,5,1,4,921,19,1
4,4,1,4,1,4,1452,11,1
1,4,1,4,1,3,3550,57,3
3,4,0,5,1,4,342,9,2
4,4,1,4,1,5,748,43,1
1,4,1,3,1,3,950,45,3
2,2,0,3,1,3,436,66,1
5,5,1,5,1,5,1634,42,3
5,5,1,2,1,5,3503,50,3
2,1,0,5,1,4,1224,33,1
3,3,0,5,1,5,300,25,1
3,1,1,4,1,4,1672,38,3
4,4,1,4,1,5,2817,52,3
3,3,0,5,1,3,337,23,1
3,4,1,4,0,3,674,26,2
2,2,1,4,0,3,321,36,3
3,5,1,4,1,2,3236,35,3
4,4,1,2,0,4,1142,48,3
1,1,1,3,0,4,529,23,1
4,5,1,5,1,4,1662,23,3
4,4,1,5,1,5,1535,48,3
3,3,0,2,1,5,1522,20,1
4,2,1,2,0,4,459,26,1
2,4,1,4,1,4,2399,26,3
4,4,1,4,1,5,761,67,3
1,3,1,1,1,1,387,49,3
3,3,1,2,0,4,1166,72,3
2,4,1,4,1,5,1746,48,3
1,5,1,2,1,5,2677,38,3
5,5,1,1,0,3,507,38,3
2,3,0,2,1,5,806,35,1
1,1,0,1,1,1,201,32,1
0,0,1,5,0,3,1363,28,3
2,3,1,2,1,3,2699,34,3
2,2,1,4,0,2,417,59,1
2,2,0,1,1,5,237,21,1
0,4,1,3,1,5,304,37,3
4,4,1,1,0,4,663,35,1
1,1,1,1,1,1,1773,31,3
3,2,1,4,0,2,1211,37,1
2,2,0,1,1,3,660,13,3
5,4,1,4,1,4,3625,41,3
0,5,1,5,1,3,3690,49,3
2,5,0,2,1,3,409,11,1
1,1,1,2,0,5,674,30,3
1,1,1,3,0,5,255,25,3
5,5,1,4,0,5,547,23,3
3,3,0,3,1,2,910,41,1
5,5,1,5,1,1,588,27,1
0,5,1,5,1,4,1635,30,3
1,1,1,1,1,1,674,22,1
2,5,1,3,1,3,1855,53,3
1,5,1,5,1,3,2943,37,3
3,4,0,2,1,3,721,49,1
1,2,1,1,1,2,2475,18,3
5,5,1,4,1,4,308,49,3
5,4,1,4,1,4,3015,30,3
1,1,1,1,1,2,2727,59,3
3,3,1,3,0,3,372,39,3
4,3,0,5,1,4,120,52,1
1,4,1,4,1,3,581,53,3
4,4,1,4,1,3,1612,40,3
4,3,1,4,1,2,250,37,1
3,3,0,1,1,3,184,23,1
3,2,1,3,1,3,3610,53,3
3,3,0,3,1,5,1069,61,1
1,3,1,1,1,3,997,54,1
1,2,0,4,1,1,522,68,1
4,4,1,4,1,1,402,44,1
2,2,1,1,0,4,1107,37,3
1,1,1,1,1,4,1750,32,3
4,3,0,5,1,1,2105,52,1
4,4,0,4,1,3,184,65,1
5,4,1,4,1,4,3410,24,3
2,2,0,1,1,5,1014,16,1
0,2,1,3,1,5,192,43,3
5,4,1,4,1,4,1096,33,3
3,5,1,5,1,4,257,36,3
1,5,1,5,1,4,2253,31,3
4,4,1,4,1,3,247,75,1
2,1,1,3,0,4,516,16,1
2,2,1,1,0,3,190,24,1
1,0,0,4,1,3,2296,46,1
2,3,1,2,1,1,255,44,1
2,2,0,1,1,1,391,44,1
5,5,0,2,1,3,493,46,1
5,5,1,5,1,2,326,51,2
3,4,0,4,1,1,205,49,1
3,4,0,1,1,4,569,66,1
5,4,1,4,1,4,1982,44,3
2,2,1,2,0,5,580,24,1
3,3,1,3,1,1,991,50,3
4,4,0,2,1,4,787,28,1
5,4,1,5,1,3,1819,39,3
0,0,0,4,1,3,290,33,2
2,5,1,5,1,3,1488,31,3
4,4,1,4,1,2,201,41,1
4,4,0,4,1,3,545,45,1
4,4,0,3,1,3,1096,23,1
4,4,1,2,0,4,644,22,1
3,5,1,4,1,3,1426,41,3
1,3,1,5,1,3,2227,41,3
5,4,1,5,1,3,1203,41,3
1,1,0,2,1,1,416,37,1
2,4,1,2,1,3,1189,47,3
5,3,1,5,1,5,3318,36,3
3,3,1,1,0,4,762,49,3
3,2,0,5,1,5,479,34,1
2,2,1,5,0,4,1979,22,1
1,5,1,4,1,5,2586,57,3
1,3,1,3,1,3,605,44,3
4,4,1,2,0,1,1504,55,1
0,4,1,3,1,3,2528,49,3
4,5,1,4,1,2,1802,31,3
1,1,1,1,1,1,201,48,1
3,3,1,3,1,3,793,30,2
3,2,0,2,1,4,1726,10,1
4,2,1,2,1,3,507,29,3
2,2,0,4,1,3,352,63,1
5,5,1,5,1,5,1773,24,3
2,2,0,2,1,1,650,70,1
1,1,1,1,0,2,258,23,1
4,4,0,1,1,3,1282,40,1
3,5,1,4,1,3,1606,60,3
1,5,1,5,1,3,408,53,3
3,2,1,3,1,4,2402,30,3
2,2,0,5,1,2,1164,21,1
3,5,1,5,1,5,3807,30,3
4,2,0,3,1,4,1222,70,1
3,3,1,3,1,2,1927,50,3
5,5,1,5,1,5,332,44,1
4,5,1,3,1,5,2248,51,3
4,4,1,5,1,3,3652,35,3
3,3,0,4,1,3,2475,18,1
2,2,0,4,1,3,436,23,3
4,3,1,2,0,3,1389,39,3
1,1,0,3,1,1,1102,21,1
3,3,1,3,1,1,1770,54,3
2,3,1,2,1,1,920,60,1
1,1,0,4,1,4,834,35,2
1,4,1,5,1,4,1379,43,3
4,4,1,5,1,3,270,46,3
2,5,0,2,1,5,1121,46,1
4,4,0,2,1,3,964,12,1
1,1,0,3,1,3,843,46,1
2,2,1,2,1,3,2329,7,2
3,3,0,3,1,5,1670,25,2
4,4,1,5,1,4,3271,52,3
5,4,1,5,1,3,1746,58,3
2,3,1,4,1,2,3175,69,3
2,2,0,3,1,2,867,51,1
3,3,1,3,1,3,224,17,2
4,2,0,1,1,5,1050,55,2
4,4,0,3,1,4,562,50,1
1,1,0,2,1,4,1744,37,1
5,4,1,4,1,5,3351,43,3
5,5,1,5,0,4,888,23,1
1,1,0,1,1,4,738,29,1
1,1,0,1,1,3,813,21,1
5,2,1,5,1,3,2207,34,3
3,5,1,5,1,5,1841,54,3
1,4,1,1,1,3,2018,55,3
3,5,1,5,1,5,507,41,3
1,1,1,1,1,1,2805,23,3
4,4,1,4,1,4,522,10,1
5,3,0,4,1,4,430,55,1
1,1,1,3,0,4,600,52,1
3,4,1,3,1,4,250,35,1
4,4,1,4,1,4,814,59,1
5,5,1,5,1,2,56,41,1
1,2,0,3,1,1,1166,54,1
2,2,0,2,1,1,260,33,1
1,5,1,5,1,5,285,33,3
4,3,0,3,1,5,370,42,1
2,2,0,3,1,4,1597,30,1
5,4,1,4,1,4,2296,44,3
2,2,1,5,0,1,89,26,1
4,4,1,4,0,5,687,32,3
3,3,1,2,0,3,1139,25,1
2,2,0,1,1,4,599,17,2
3,4,0,2,1,3,1910,15,1
4,4,1,4,1,4,871,24,1
4,4,1,5,0,4,157,22,3
4,4,1,4,1,3,689,42,3
2,2,1,1,0,5,937,27,1
4,3,1,5,0,5,248,21,3
3,3,0,3,1,5,589,39,1
3,5,0,5,1,1,650,66,1
3,2,0,1,1,3,1042,43,1
2,2,1,1,0,1,236,27,3
1,1,0,1,1,3,1303,58,1
3,2,0,4,1,4,1182,22,1
4,4,1,5,1,2,1101,38,3
4,5,1,5,1,3,1514,56,3
4,4,1,5,1,3,347,46,3
3,4,1,4,1,4,2916,57,3
4,4,1,3,1,4,2692,56,3
3,3,0,1,1,3,584,9,1
2,4,0,2,1,1,989,45,1
3,3,0,1,1,1,548,48,3
4,4,0,4,1,3,612,7,3
3,3,0,5,1,3,965,31,1
5,4,1,3,1,1,997,41,3
5,4,1,4,1,4,1598,21,3
5,5,1,5,1,4,669,45,1
4,4,0,1,1,2,1514,23,1
1,1,0,4,1,5,459,20,1
2,2,1,5,0,4,641,29,1
4,4,1,3,0,4,641,21,3
5,5,0,3,1,3,413,21,1
5,1,1,4,1,3,2689,36,3
3,2,0,4,1,4,463,50,2
2,3,1,4,1,2,3631,46,3
1,5,1,5,1,4,2171,60,3
4,4,0,1,1,5,1048,49,1
2,3,1,5,1,2,3000,43,3
1,5,0,5,1,5,296,62,1
1,4,1,2,1,4,2170,60,3
5,4,1,5,1,2,844,29,1
3,4,0,4,1,5,192,66,1
5,5,1,1,0,5,1068,24,1
2,2,1,3,0,3,1050,46,1
4,5,1,4,1,5,1601,52,3
3,3,1,3,1,3,2104,55,3
5,5,1,5,1,4,680,40,1
4,4,1,3,0,5,491,20,1
2,4,1,4,1,5,2214,54,3
2,2,0,5,1,4,333,61,1
4,4,1,4,1,3,2586,40,3
3,5,1,4,1,4,373,54,3
0,0,1,3,0,1,230,23,3
3,4,1,5,1,3,3326,42,3
4,4,0,5,1,3,909,63,1
5,5,1,3,0,4,631,48,3
5,5,1,5,1,1,152,72,3
2,4,1,2,1,4,237,74,3
1,5,1,5,1,5,1121,26,3
2,1,0,3,1,4,678,47,1
3,4,0,1,1,5,606,61,2
4,5,1,4,1,4,1507,45,3
3,5,1,4,1,4,1389,41,3
3,3,0,1,1,1,603,64,1
3,2,1,2,0,5,209,39,3
2,2,1,5,0,4,325,26,3
1,1,1,5,0,5,751,34,1
3,5,1,5,1,3,3898,47,3
2,2,0,1,1,4,301,15,1
4,4,1,5,1,5,867,53,3
3,4,1,4,1,4,3138,28,3
1,4,1,4,1,3,3252,31,3
3,4,0,3,1,5,861,56,1
3,3,1,3,1,2,3392,41,3
4,4,1,4,1,1,362,41,2
5,5,1,4,1,3,1812,42,3
2,2,1,2,1,4,460,21,2
1,1,0,4,1,5,667,39,1
3,4,1,5,1,3,1222,42,3
4,4,1,4,1,2,528,38,2
3,4,1,4,1,4,326,29,3
2,5,1,5,1,4,2709,44,3
4,5,1,4,1,5,3091,51,3
3,3,1,3,1,1,2472,49,3
4,4,1,4,1,2,1987,33,3
2,3,0,2,1,5,502,38,1
3,5,1,5,1,5,1713,48,3
2,5,1,5,1,4,1571,31,3
3,3,1,3,0,4,2153,41,1
0,0,0,4,1,5,248,22,1
1,1,1,5,0,4,413,33,1
5,4,1,4,1,4,3766,49,3
5,5,0,1,1,4,594,15,1
5,5,1,3,0,5,366,23,1
0,4,1,3,1,5,187,76,3
2,2,1,2,1,1,964,57,1
2,3,1,2,1,1,3446,55,3
3,3,0,1,1,4,417,31,1
5,5,1,4,1,5,3481,44,3
4,4,0,1,1,3,610,67,2
1,1,1,1,1,4,1939,14,3
1,4,1,1,1,4,668,55,1
1,1,0,5,1,1,1931,59,1
4,4,0,2,1,5,272,70,1
4,2,0,2,1,2,2176,60,3
3,3,1,4,1,4,2454,31,3
2,2,1,2,1,1,2195,25,3
5,4,1,5,1,3,302,25,2
4,4,1,5,0,3,874,22,3
3,5,1,4,1,4,1918,28,3
1,1,1,5,0,4,589,22,1
1,1,0,3,1,5,746,37,1
0,5,1,5,1,3,2034,40,3
3,3,0,5,1,2,746,56,1
2,4,1,5,1,4,337,50,3
5,5,1,5,1,3,181,39,1
2,5,1,2,1,4,622,45,3
5,5,1,4,1,5,1299,38,3
3,3,0,5,1,5,315,14,3
1,1,1,3,0,3,123,20,1
1,1,0,1,1,4,1972,38,1
0,0,1,3,0,2,493,24,1
1,1,0,1,1,4,935,29,1
2,4,1,4,1,5,1840,42,3
5,3,1,5,1,1,429,53,2
4,5,1,5,1,5,3019,60,3
2,2,0,3,1,2,689,52,1
5,5,0,5,1,5,1444,66,1
1,3,1,1,1,2,199,63,3
4,5,1,5,1,4,1703,48,3
3,4,1,4,0,2,474,21,1
4,4,1,3,0,3,160,33,1
3,3,1,3,1,2,2260,61,3
2,4,1,4,1,4,2999,35,3
2,4,1,5,1,5,3292,49,3
1,4,1,4,1,2,3377,24,3
2,4,0,5,1,4,1313,62,1
1,5,1,4,1,3,2369,34,3
1,5,1,5,1,4,3776,47,3
3,4,1,5,1,3,825,55,3
4,4,1,4,1,5,550,31,1
4,5,1,3,1,5,2777,60,3
2,4,1,2,1,3,696,45,3
0,4,1,3,1,5,151,43,3
4,4,1,3,0,3,579,27,1
3,3,0,1,1,2,305,30,1
2,5,1,5,1,3,661,45,3
2,2,0,5,1,4,516,28,1
2,4,1,4,1,5,407,35,3
5,5,0,4,1,5,1723,7,2
2,2,1,2,0,5,484,47,3
3,3,1,4,1,5,2784,49,3
4,4,0,1,1,3,1521,9,1
2,2,0,2,1,4,588,40,2
3,3,1,3,1,5,2334,45,3
3,3,0,2,1,1,731,8,1
5,5,1,3,0,4,158,18,1
3,5,1,4,1,4,1937,40,3
4,4,1,4,0,3,354,22,3
